GENDER,AGE,AGE_GROUP,INVESTMENT,INCOME,ACTIVITY, YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION,label
M,43,41-50,0,19604,1,9716.39,0.69,252,38.56,3,WY,High school graduate,0
F,66,Above 50,0,19604,1,9557.25,0.70,254,37.63,3,AZ,Associate degree,0
F,75,Above 50,0,19602,2,8232.82,0.65,239,34.45,2,GA,High school graduate,0
F,32,31-40,0,19601,2,8719.24,0.65,238,36.64,4,IN,High school graduate,0
F,58,Above 50,0,19597,2,8675.77,0.67,245,35.41,2,VT,High school graduate,0
M,36,31-40,0,19594,2,8749.02,0.66,242,36.15,5,RI,Associate degree,0
M,23,20-30,0,19593,3,8664.96,0.66,241,35.95,3,PA,Associate degree,0
F,54,Above 50,0,19591,1,8568.23,0.66,241,35.55,12,WA,High school graduate,1
M,77,Above 50,0,19589,2,8853.02,0.67,244,36.28,3,KS,High school graduate,0
F,61,Above 50,0,19583,1,8668.99,0.66,241,35.97,3,AL,Associate degree,0
M,55,Above 50,0,19582,0,9419.47,0.70,255,36.94,4,NM,High school graduate,0
M,53,Above 50,0,19582,1,8546.08,0.67,243,35.17,2,NY,Associate degree,0
M,29,20-30,0,19578,2,8594.13,0.66,241,35.66,1,VT,High school graduate,0
F,60,Above 50,0,19576,1,9998.19,0.70,254,39.36,13,PA,High school graduate,1
F,83,Above 50,0,19569,2,8392.59,0.67,244,34.40,3,NH,High school graduate,0
F,62,Above 50,0,19568,2,8343.29,0.66,241,34.62,2,IA,Associate degree,0
M,40,31-40,0,19566,1,8786.28,0.66,240,36.61,11,MI,High school graduate,1
F,51,Above 50,0,19566,3,8629.31,0.66,241,35.81,2,ID,High school graduate,0
M,81,Above 50,0,19558,5,8464.68,0.66,241,35.12,3,AK,High school graduate,0
F,79,Above 50,0,19558,3,8710.56,0.66,240,36.29,12,ND,High school graduate,1
F,39,31-40,0,19557,0,8544.94,0.66,241,35.46,9,MD,Associate degree,1
F,20,20-30,0,19556,1,8643.19,0.65,239,36.16,6,PA,High school graduate,1
F,21,20-30,0,19555,2,8679.43,0.67,243,35.72,8,WA,Associate degree,1
F,69,Above 50,0,19555,4,8668.58,0.66,241,35.97,14,OR,Associate degree,1
M,46,41-50,0,19553,1,8724.64,0.67,244,35.76,2,AR,High school graduate,0
F,72,Above 50,0,19549,4,8606.90,0.67,244,35.27,2,TX,High school graduate,0
F,35,31-40,0,19548,4,10040.30,0.70,255,39.37,5,NE,High school graduate,0
M,45,41-50,0,19544,5,9546.69,0.70,255,37.44,3,IA,High school graduate,0
F,42,41-50,0,19536,3,8485.70,0.66,242,35.06,1,WA,High school graduate,0
M,68,Above 50,0,19536,2,9925.14,0.70,254,39.08,15,ND,Associate degree,1
M,51,Above 50,0,19535,1,9485.39,0.70,254,37.34,4,PA,High school graduate,0
F,86,Above 50,0,19527,0,8646.89,0.66,241,35.88,3,OR,High school graduate,0
M,59,Above 50,0,19526,2,8527.41,0.65,239,35.68,4,DC,High school graduate,0
F,34,31-40,0,19524,1,9726.08,0.70,254,38.29,12,OR,High school graduate,1
F,70,Above 50,0,19510,2,8534.87,0.66,241,35.41,5,CO,High school graduate,0
F,61,Above 50,0,19510,4,8997.57,0.66,242,37.18,4,WA,High school graduate,0
F,33,31-40,0,19509,1,9346.48,0.69,252,37.09,15,MI,High school graduate,1
F,58,Above 50,0,19507,1,8680.09,0.65,239,36.32,3,KS,High school graduate,0
M,73,Above 50,0,19507,1,8668.87,0.66,242,35.82,6,KY,High school graduate,0
M,86,Above 50,0,19504,3,8538.67,0.66,240,35.58,3,VA,Associate degree,0
M,86,Above 50,0,19503,2,8356.49,0.66,242,34.53,2,VT,High school graduate,0
M,64,Above 50,0,19502,2,9098.04,0.69,251,36.25,6,MN,High school graduate,0
F,30,20-30,0,19498,0,8325.73,0.65,239,34.84,13,MI,High school graduate,1
F,42,41-50,0,19498,4,8308.31,0.66,242,34.33,2,VA,Associate degree,0
F,62,Above 50,0,19497,2,9700.24,0.70,256,37.89,3,MD,Associate degree,0
M,45,41-50,0,19494,2,8543.59,0.65,239,35.75,4,SD,Associate degree,0
M,38,31-40,0,19493,4,9688.23,0.70,255,37.99,4,AR,High school graduate,0
M,80,Above 50,0,19487,0,9743.89,0.70,255,38.21,3,CT,High school graduate,0
M,50,,0,19483,1,8770.28,0.66,242,36.24,4,FL,High school graduate,0
F,34,31-40,0,19483,0,9914.29,0.70,255,38.88,10,CA,High school graduate,1
F,51,Above 50,0,19482,3,10073.50,0.70,254,39.66,1,VA,Associate degree,0
M,54,Above 50,0,19480,2,9543.63,0.70,257,37.13,4,CO,High school graduate,0
F,65,Above 50,0,19478,4,9378.20,0.69,253,37.07,3,CT,High school graduate,0
M,69,Above 50,0,19477,2,8615.82,0.66,240,35.90,11,MD,Associate degree,1
M,24,20-30,0,19469,2,8465.01,0.67,243,34.84,2,NV,High school graduate,0
F,38,31-40,0,19465,0,8645.79,0.66,242,35.73,7,MD,High school graduate,1
M,37,31-40,0,19465,1,9613.97,0.70,254,37.85,9,MD,High school graduate,1
F,53,Above 50,0,19463,4,8404.97,0.66,240,35.02,3,WV,High school graduate,0
F,40,31-40,0,19462,1,9617.23,0.70,255,37.71,3,VA,High school graduate,0
F,80,Above 50,0,19462,1,8667.76,0.66,241,35.97,4,OH,Associate degree,0
F,61,Above 50,0,19457,2,8749.59,0.67,243,36.01,5,VT,High school graduate,0
M,72,Above 50,0,19455,0,8419.40,0.65,239,35.23,2,WV,High school graduate,0
M,38,31-40,0,19454,4,8572.10,0.66,240,35.72,4,NV,High school graduate,0
F,29,20-30,0,19452,3,9635.81,0.70,256,37.64,3,NY,High school graduate,0
M,37,31-40,0,19451,0,9555.28,0.70,257,37.18,6,CA,Associate degree,1
M,69,Above 50,0,19451,3,9819.18,0.71,258,38.06,8,ID,High school graduate,1
M,50,,0,19448,2,8673.80,0.66,241,35.99,5,ND,High school graduate,0
M,61,Above 50,0,19446,4,8480.49,0.66,242,35.04,4,OH,High school graduate,0
F,35,31-40,0,19443,2,8699.43,0.67,244,35.65,3,SC,High school graduate,0
F,39,31-40,0,19441,2,9857.66,0.69,253,38.96,1,MN,High school graduate,0
F,77,Above 50,0,19439,5,8759.58,0.67,245,35.75,5,VA,Associate degree,0
M,87,Above 50,0,19435,4,8465.30,0.67,243,34.84,2,VT,Associate degree,0
M,57,Above 50,0,19425,2,8625.14,0.66,241,35.79,1,OH,Associate degree,0
M,62,Above 50,0,19423,2,9607.87,0.70,256,37.53,4,ID,High school graduate,0
F,90,Above 50,0,19422,1,8617.48,0.66,241,35.76,3,VA,High school graduate,0
F,56,Above 50,0,19421,2,8626.31,0.65,239,36.09,13,MD,High school graduate,1
M,42,41-50,0,19420,5,9605.32,0.69,253,37.97,4,CA,High school graduate,0
F,58,Above 50,0,19418,5,8353.75,0.66,240,34.81,4,MS,High school graduate,0
F,34,31-40,0,19416,5,9740.53,0.71,258,37.75,4,WA,High school graduate,0
F,49,41-50,0,19415,1,9421.90,0.69,253,37.24,16,CA,High school graduate,1
M,65,Above 50,0,19414,1,9730.52,0.70,257,37.86,3,CA,High school graduate,0
F,44,41-50,0,19413,1,8376.51,0.66,241,34.76,4,CT,Associate degree,0
F,58,Above 50,0,19411,0,8815.12,0.67,243,36.28,13,MD,Associate degree,1
F,45,41-50,0,19402,4,8616.69,0.67,243,35.46,3,IL,High school graduate,0
M,45,41-50,0,19401,1,8507.72,0.66,241,35.30,2,FL,High school graduate,0
F,35,31-40,0,19400,3,9948.08,0.70,256,38.86,4,NM,High school graduate,0
M,47,41-50,0,19391,3,8578.80,0.66,240,35.74,3,NM,High school graduate,0
M,34,31-40,0,19388,0,9465.16,0.70,254,37.26,9,WA,Associate degree,1
F,65,Above 50,0,19387,2,8461.92,0.67,243,34.82,3,ME,High school graduate,0
M,35,31-40,0,19383,2,8539.08,0.66,240,35.58,3,NV,High school graduate,0
F,64,Above 50,0,19380,1,8195.87,0.66,241,34.01,2,ID,High school graduate,0
M,78,Above 50,0,19378,5,9541.42,0.70,255,37.42,3,NH,High school graduate,0
F,46,41-50,0,19368,1,9452.79,0.70,254,37.22,11,MD,Associate degree,1
F,30,20-30,0,19367,4,8331.11,0.66,240,34.71,4,CA,High school graduate,0
M,31,31-40,0,19367,1,8453.81,0.67,243,34.79,11,MI,High school graduate,1
M,57,Above 50,0,19367,2,9777.54,0.70,256,38.19,3,CO,High school graduate,0
M,34,31-40,0,19367,2,8370.68,0.67,243,34.45,3,CO,Associate degree,0
M,44,41-50,0,19365,4,9942.85,0.71,259,38.39,4,PA,Associate degree,0
M,71,Above 50,0,19360,1,9721.90,0.70,254,38.28,2,IA,High school graduate,0
M,33,31-40,0,19359,1,8274.08,0.66,240,34.48,3,MD,High school graduate,0
F,29,20-30,0,19358,2,8684.90,0.67,243,35.74,2,NM,Associate degree,0
F,29,20-30,0,19356,1,8682.70,0.66,242,35.88,12,CA,High school graduate,1
F,46,41-50,0,19348,2,8528.60,0.65,237,35.99,3,OR,High school graduate,0
F,34,31-40,0,19344,5,8691.04,0.67,243,35.77,4,VA,Associate degree,0
M,69,Above 50,0,19338,0,8379.90,0.67,243,34.49,3,CT,Associate degree,0
M,34,31-40,0,19337,1,8176.13,0.67,243,33.65,5,MD,High school graduate,1
F,57,Above 50,0,19336,2,8773.30,0.66,241,36.40,3,ND,High school graduate,0
F,42,41-50,0,19335,5,8268.10,0.66,241,34.31,4,KY,High school graduate,0
M,37,31-40,0,19334,1,8658.48,0.67,243,35.63,9,ND,High school graduate,1
M,25,20-30,0,19333,1,8534.30,0.66,240,35.56,6,PA,Associate degree,1
M,38,31-40,0,19333,2,8541.07,0.66,240,35.59,3,CO,Associate degree,0
M,56,Above 50,0,19329,1,8351.40,0.66,242,34.51,1,WI,High school graduate,0
M,74,Above 50,0,19328,1,8635.52,0.68,247,34.96,2,OR,Associate degree,0
M,40,31-40,0,19328,4,8369.04,0.67,246,34.02,2,MD,Associate degree,0
M,27,20-30,0,19325,0,8670.94,0.67,243,35.68,11,OR,High school graduate,1
M,65,Above 50,0,19312,1,8562.35,0.65,239,35.83,10,ND,Associate degree,1
M,39,31-40,0,19312,3,8579.67,0.67,243,35.31,2,ND,High school graduate,0
M,26,20-30,0,19311,3,8383.02,0.66,240,34.93,3,MD,High school graduate,0
F,37,31-40,0,19305,2,8273.94,0.65,239,34.62,7,ID,Associate degree,1
F,56,Above 50,0,19303,2,8363.03,0.66,242,34.56,2,VA,High school graduate,0
M,51,Above 50,0,19302,1,8213.99,0.66,240,34.23,1,NM,High school graduate,0
M,62,Above 50,0,19300,2,8831.27,0.67,243,36.34,3,IA,Associate degree,0
F,60,Above 50,0,19297,0,9842.03,0.70,256,38.45,3,NE,Associate degree,0
F,64,Above 50,0,19297,3,8259.70,0.65,239,34.56,4,NM,Associate degree,0
F,59,Above 50,0,19290,5,9597.51,0.70,257,37.34,3,WV,High school graduate,0
F,45,41-50,0,19288,3,8440.34,0.66,241,35.02,2,ME,High school graduate,0
F,36,31-40,0,19282,0,9590.10,0.70,255,37.61,7,PA,Associate degree,1
M,60,Above 50,0,19281,0,8350.52,0.66,240,34.79,3,LA,High school graduate,0
F,42,41-50,0,19281,3,8388.25,0.66,242,34.66,3,IN,High school graduate,0
F,36,31-40,0,19279,1,8382.71,0.66,241,34.78,2,NY,High school graduate,0
M,70,Above 50,0,19277,5,8542.19,0.65,239,35.74,3,VA,High school graduate,0
M,85,Above 50,0,19276,2,8667.92,0.67,243,35.67,4,GA,Associate degree,0
M,34,31-40,0,19276,5,9388.22,0.70,254,36.96,4,TX,High school graduate,0
M,31,31-40,0,19274,5,9643.89,0.70,254,37.97,9,OR,Associate degree,1
F,67,Above 50,0,19273,2,8646.92,0.67,244,35.44,3,MT,High school graduate,0
F,40,31-40,0,19272,2,8341.17,0.65,239,34.90,2,WY,High school graduate,0
F,27,20-30,0,19269,2,8524.63,0.67,244,34.94,3,CA,High school graduate,0
M,57,Above 50,0,19266,4,8208.83,0.66,240,34.20,10,WA,Associate degree,1
M,59,Above 50,0,19259,0,8481.75,0.66,240,35.34,3,CO,High school graduate,0
M,29,20-30,0,19255,4,8288.38,0.66,241,34.39,2,AL,Associate degree,0
M,50,,0,19252,2,9638.74,0.70,255,37.80,3,SD,High school graduate,0
M,39,31-40,0,19250,3,9672.54,0.70,254,38.08,2,WV,High school graduate,0
F,34,31-40,0,19249,5,8523.56,0.65,238,35.81,4,MS,Associate degree,0
F,59,Above 50,0,19249,0,9458.30,0.70,254,37.24,13,ID,Associate degree,1
F,69,Above 50,0,19248,4,9507.09,0.69,253,37.58,3,WA,High school graduate,0
M,54,Above 50,0,19245,0,8399.04,0.65,238,35.29,4,SC,High school graduate,0
M,32,31-40,0,19245,2,9231.63,0.69,253,36.49,2,AK,High school graduate,0
M,36,31-40,0,19244,2,8750.07,0.65,239,36.61,15,MD,High school graduate,1
F,53,Above 50,0,19244,2,8549.10,0.66,242,35.33,3,WA,High school graduate,0
M,90,Above 50,0,19243,3,9192.97,0.70,256,35.91,4,ME,High school graduate,0
M,52,Above 50,0,19243,1,9484.48,0.69,252,37.64,10,PA,High school graduate,1
M,27,20-30,0,19238,3,8458.04,0.67,246,34.38,15,OR,High school graduate,1
F,29,20-30,0,19236,0,8674.80,0.66,241,35.99,2,WA,Associate degree,0
F,49,41-50,0,19234,5,9581.09,0.70,255,37.57,3,WV,High school graduate,0
M,54,Above 50,0,19234,1,8586.54,0.66,241,35.63,4,KS,High school graduate,0
F,48,41-50,0,19231,2,8473.04,0.66,240,35.30,1,WA,High school graduate,0
M,56,Above 50,0,19230,2,8677.76,0.67,243,35.71,2,ME,Associate degree,0
F,40,31-40,0,19229,2,9644.73,0.70,257,37.53,6,MD,Associate degree,1
M,78,Above 50,0,19227,3,9561.23,0.71,258,37.06,2,WI,High school graduate,0
M,28,20-30,0,19226,2,8480.73,0.65,239,35.48,7,ID,High school graduate,1
M,44,41-50,0,19226,4,9881.61,0.70,257,38.45,2,CO,High school graduate,0
M,26,20-30,0,19224,5,8295.06,0.67,243,34.14,3,MI,High school graduate,0
F,34,31-40,0,19218,2,8507.38,0.67,243,35.01,2,OK,High school graduate,0
M,53,Above 50,0,19217,2,8609.50,0.67,245,35.14,2,NV,High school graduate,0
F,47,41-50,0,19217,2,8406.68,0.66,241,34.88,5,RI,Associate degree,0
M,85,Above 50,0,19213,2,8735.39,0.67,244,35.80,2,ME,Associate degree,0
F,60,Above 50,0,19211,5,9455.68,0.70,255,37.08,4,TN,High school graduate,0
M,47,41-50,0,19206,1,8149.43,0.65,239,34.10,4,MI,Associate degree,0
F,28,20-30,0,19204,2,8674.41,0.67,243,35.70,17,ID,Associate degree,1
F,56,Above 50,0,19204,3,9431.31,0.69,252,37.43,10,MI,High school graduate,1
M,40,31-40,0,19204,2,8387.43,0.66,241,34.80,3,NC,High school graduate,0
F,48,41-50,0,19196,3,8121.33,0.66,241,33.70,3,MD,Associate degree,0
F,36,31-40,0,19196,1,8505.60,0.65,239,35.59,1,SD,Associate degree,0
M,40,31-40,0,19194,2,9739.34,0.70,254,38.34,4,WY,Associate degree,0
F,55,Above 50,0,19194,3,8171.14,0.66,241,33.91,11,WA,High school graduate,1
F,45,41-50,0,19191,4,8840.64,0.67,244,36.23,4,CO,High school graduate,0
F,34,31-40,0,19185,2,9752.84,0.71,258,37.80,3,CA,High school graduate,1
F,78,Above 50,0,19180,1,8811.29,0.66,242,36.41,1,TN,High school graduate,0
F,83,Above 50,0,19177,2,8276.51,0.66,240,34.49,3,MS,High school graduate,0
M,68,Above 50,0,19175,3,8567.44,0.66,240,35.70,3,MN,Associate degree,0
M,37,31-40,0,19175,1,8527.98,0.66,241,35.39,8,MD,High school graduate,1
F,73,Above 50,0,19174,2,9282.20,0.70,254,36.54,4,VA,High school graduate,0
F,61,Above 50,0,19169,2,8826.30,0.66,242,36.47,3,MA,Associate degree,0
M,71,Above 50,0,19164,3,9614.36,0.70,254,37.85,4,ND,High school graduate,0
F,26,20-30,0,19159,1,8506.29,0.66,241,35.30,9,MD,High school graduate,1
F,21,20-30,0,19156,2,10003.50,0.71,260,38.47,6,CA,High school graduate,1
M,85,Above 50,0,19156,2,8423.24,0.66,242,34.81,2,GA,High school graduate,0
M,48,41-50,0,19152,1,8547.20,0.66,242,35.32,12,MD,High school graduate,1
M,36,31-40,0,19152,1,8091.27,0.65,239,33.85,1,OR,Associate degree,0
M,68,Above 50,0,19150,2,9826.11,0.70,255,38.53,3,WA,High school graduate,0
F,29,20-30,0,19149,1,8425.10,0.66,241,34.96,9,MD,High school graduate,1
F,43,41-50,0,19146,4,9480.24,0.70,256,37.03,2,TN,Associate degree,0
M,43,41-50,0,19144,3,8154.27,0.66,242,33.70,4,SC,High school graduate,0
F,38,31-40,0,19143,2,9483.82,0.69,253,37.49,4,CO,Associate degree,0
M,39,31-40,0,19141,2,8351.52,0.65,239,34.94,1,MI,High school graduate,0
M,90,Above 50,0,19140,3,9514.50,0.70,254,37.46,1,NY,High school graduate,0
F,63,Above 50,0,19140,3,8560.63,0.65,239,35.82,2,CT,Associate degree,0
M,40,31-40,0,19136,1,8580.11,0.67,244,35.16,3,KS,Associate degree,0
M,72,Above 50,0,19135,0,8548.68,0.67,243,35.18,12,MI,Associate degree,1
M,69,Above 50,0,19134,0,9768.06,0.70,257,38.01,2,FL,High school graduate,0
F,78,Above 50,0,19132,2,9628.10,0.70,257,37.46,3,ID,High school graduate,0
F,52,Above 50,0,19129,3,8459.91,0.66,241,35.10,4,VT,High school graduate,0
M,45,41-50,0,19127,4,8095.69,0.66,240,33.73,4,TN,High school graduate,0
M,49,41-50,0,19126,2,8353.46,0.67,246,33.96,2,NC,High school graduate,0
M,32,31-40,0,19125,3,8454.15,0.67,244,34.65,4,MO,High school graduate,0
F,23,20-30,0,19125,2,8392.35,0.65,239,35.11,5,NH,High school graduate,0
M,60,Above 50,0,19124,2,9534.63,0.70,256,37.24,2,IN,High school graduate,0
F,47,41-50,0,19123,4,9527.25,0.71,258,36.93,5,MO,High school graduate,0
F,57,Above 50,0,19123,2,8269.23,0.66,242,34.17,3,MI,High school graduate,0
M,45,41-50,0,19119,1,8431.52,0.66,241,34.99,3,ND,High school graduate,0
F,64,Above 50,0,19119,4,9794.25,0.70,257,38.11,2,OK,Associate degree,0
M,54,Above 50,0,19119,2,9549.55,0.70,255,37.45,4,NM,High school graduate,0
F,66,Above 50,0,19117,1,9246.34,0.71,258,35.84,3,DC,High school graduate,0
F,68,Above 50,0,19109,3,8797.98,0.66,241,36.51,2,AZ,Associate degree,0
M,47,41-50,0,19103,1,8676.08,0.67,243,35.70,3,SD,High school graduate,0
F,41,,0,19103,5,8532.50,0.67,244,34.97,4,ND,Associate degree,0
F,27,20-30,0,19100,1,8570.12,0.66,242,35.41,4,WV,Associate degree,0
M,34,31-40,0,19097,2,9598.37,0.70,256,37.49,4,AK,High school graduate,0
F,26,20-30,0,19097,0,9543.65,0.70,255,37.43,9,ID,High school graduate,1
F,30,20-30,0,19092,2,8258.60,0.67,243,33.99,4,ND,High school graduate,0
M,52,Above 50,0,19088,2,8367.67,0.65,239,35.01,3,AZ,High school graduate,0
F,68,Above 50,0,19086,1,8559.69,0.66,241,35.52,2,MO,High school graduate,0
M,49,41-50,0,19084,0,9509.71,0.69,253,37.59,4,MO,High school graduate,0
M,51,Above 50,0,19082,4,9181.27,0.69,253,36.29,3,OK,Associate degree,0
M,54,Above 50,0,19082,3,8240.29,0.66,242,34.05,3,AZ,High school graduate,0
M,25,20-30,0,19081,1,9261.63,0.70,254,36.46,3,MT,High school graduate,0
M,32,31-40,0,19075,3,9563.69,0.70,256,37.36,2,FL,High school graduate,0
M,55,Above 50,0,19075,4,8114.60,0.66,241,33.67,2,MI,High school graduate,0
F,29,20-30,0,19072,4,9331.23,0.69,252,37.03,2,MS,High school graduate,0
M,79,Above 50,0,19071,2,8338.13,0.67,243,34.31,4,AR,High school graduate,0
F,30,20-30,0,19068,3,8333.84,0.66,242,34.44,13,CA,High school graduate,1
M,52,Above 50,0,19068,1,8558.66,0.65,239,35.81,2,AK,High school graduate,0
F,67,Above 50,0,19067,3,9120.46,0.69,253,36.05,1,NE,Associate degree,0
F,35,31-40,0,19066,1,8099.53,0.66,241,33.61,4,IL,High school graduate,0
M,75,Above 50,0,19062,3,8676.38,0.66,241,36.00,1,WI,High school graduate,0
M,66,Above 50,0,19061,4,8471.37,0.66,241,35.15,3,VA,High school graduate,0
M,67,Above 50,0,19061,5,9337.44,0.70,254,36.76,3,LA,High school graduate,0
F,47,41-50,0,19059,2,8572.34,0.67,243,35.28,2,SD,High school graduate,0
M,55,Above 50,0,19058,5,8499.71,0.65,239,35.56,2,VT,High school graduate,0
F,42,41-50,0,19057,1,8724.13,0.67,245,35.61,5,MT,Associate degree,0
M,67,Above 50,0,19054,4,9520.26,0.70,254,37.48,4,PA,High school graduate,0
M,52,Above 50,0,19054,0,8300.99,0.66,240,34.59,12,CA,High school graduate,1
M,34,31-40,0,19052,1,8454.28,0.67,243,34.79,7,OR,High school graduate,1
M,44,41-50,0,19049,2,8289.20,0.65,239,34.68,4,VT,High school graduate,0
M,38,31-40,0,19047,1,8403.86,0.66,241,34.87,2,MN,Associate degree,0
M,39,31-40,0,19046,0,8513.38,0.66,242,35.18,13,WA,High school graduate,1
M,52,Above 50,0,19045,3,9502.04,0.70,256,37.12,3,KY,High school graduate,0
F,74,Above 50,0,19045,1,9532.03,0.70,254,37.53,3,KS,High school graduate,0
F,43,41-50,0,19041,1,8275.27,0.65,239,34.62,11,ID,Associate degree,1
F,58,Above 50,0,19039,0,9317.64,0.69,252,36.97,10,MD,High school graduate,1
M,48,41-50,0,19035,2,9604.76,0.69,253,37.96,3,TN,High school graduate,0
M,49,41-50,0,19033,3,9546.75,0.70,255,37.44,4,AR,High school graduate,0
F,75,Above 50,0,19032,1,9670.71,0.70,255,37.92,2,MN,High school graduate,0
M,39,31-40,0,19031,2,8170.04,0.67,243,33.62,3,MD,High school graduate,0
F,26,20-30,0,19028,1,8084.37,0.66,241,33.55,3,CT,High school graduate,0
F,50,,0,19028,1,9266.65,0.69,253,36.63,2,FL,High school graduate,0
F,63,Above 50,0,19028,2,8381.03,0.67,245,34.21,4,PA,High school graduate,0
M,24,20-30,0,19028,2,8647.44,0.66,242,35.73,12,CA,High school graduate,1
M,57,Above 50,0,19019,1,9343.04,0.70,255,36.64,10,PA,High school graduate,1
F,60,Above 50,0,19019,1,8459.81,0.67,243,34.81,6,CA,High school graduate,1
M,78,Above 50,0,19019,0,8284.43,0.66,240,34.52,3,IN,Associate degree,0
F,69,Above 50,0,19019,4,8416.45,0.66,241,34.92,2,AR,High school graduate,0
M,79,Above 50,0,19018,3,8468.44,0.65,238,35.58,1,TN,High school graduate,0
M,41,,0,19017,4,8784.52,0.67,244,36.00,9,MI,Associate degree,1
F,45,41-50,0,19017,0,8234.12,0.66,242,34.03,14,PA,Associate degree,1
M,75,Above 50,0,19014,0,8412.20,0.65,238,35.35,3,MD,High school graduate,0
F,68,Above 50,0,19013,4,9541.92,0.70,255,37.42,4,KY,High school graduate,0
F,55,Above 50,0,19013,5,8255.06,0.65,238,34.69,3,ND,Associate degree,0
M,36,31-40,0,19011,1,9643.68,0.69,253,38.12,2,OH,Associate degree,0
M,46,41-50,0,19011,1,9409.58,0.70,254,37.05,13,OR,High school graduate,1
M,55,Above 50,0,19011,1,8337.77,0.66,240,34.74,14,PA,High school graduate,1
M,48,41-50,0,19010,2,8340.91,0.66,242,34.47,4,MA,High school graduate,0
M,56,Above 50,0,19008,0,8503.25,0.67,244,34.85,5,OR,High school graduate,0
M,60,Above 50,0,19006,2,9372.23,0.70,255,36.75,3,VT,High school graduate,0
F,50,,0,19005,3,8376.81,0.66,241,34.76,3,OK,Associate degree,0
F,63,Above 50,0,19005,0,8639.53,0.67,244,35.41,4,ID,High school graduate,0
M,61,Above 50,0,19002,2,8523.16,0.67,246,34.65,4,MN,Associate degree,0
M,37,31-40,0,19002,1,8596.49,0.66,240,35.82,9,CA,High school graduate,1
M,52,Above 50,0,18998,2,8370.70,0.66,241,34.73,4,UT,High school graduate,0
M,50,,0,18993,2,8519.97,0.66,240,35.50,4,OR,High school graduate,1
F,61,Above 50,0,18984,3,8388.13,0.65,239,35.10,2,IA,Associate degree,0
F,21,20-30,0,18981,4,9459.18,0.70,257,36.81,13,PA,Associate degree,1
M,50,,0,18978,4,9634.08,0.70,256,37.63,2,CO,Associate degree,0
F,50,,0,18976,0,8291.20,0.66,241,34.40,13,MD,High school graduate,1
M,73,Above 50,0,18971,4,8469.33,0.67,244,34.71,3,DC,Associate degree,0
M,48,41-50,0,18967,0,8263.24,0.65,238,34.72,3,GA,High school graduate,0
M,33,31-40,0,18945,1,8721.50,0.67,243,35.89,13,ID,High school graduate,1
M,42,41-50,0,18944,5,9626.46,0.69,251,38.35,9,ID,High school graduate,1
M,47,41-50,0,18943,4,9351.50,0.70,257,36.39,2,ME,High school graduate,0
M,49,41-50,0,18942,2,8234.12,0.66,241,34.17,4,AZ,High school graduate,0
M,82,Above 50,0,18940,2,8064.06,0.66,240,33.60,5,ND,High school graduate,0
M,27,20-30,0,18936,2,8376.98,0.66,241,34.76,1,VA,High school graduate,0
F,63,Above 50,0,18931,3,9261.77,0.70,256,36.18,2,AZ,High school graduate,0
F,43,41-50,0,18926,2,8503.27,0.67,243,34.99,2,KY,High school graduate,0
M,73,Above 50,0,18925,2,8357.36,0.66,241,34.68,5,GA,Associate degree,0
M,46,41-50,0,18924,1,8453.38,0.66,240,35.22,6,WA,Associate degree,1
